order_id,customer_id,order_date,ship_date,status,total_amount,payment_method,shipping_city
401,66,2023-10-22,2023-10-26,pending,3543.44,cash,Surat
402,271,2024-10-02,2024-10-07,delivered,343.96,debit_card,Mumbai
403,248,2025-02-24,2025-03-02,shipped,2428.64,credit_card,Mumbai
404,,2024-12-08,2024-12-15,,2120.73,cash,Ahmedabad
405,76,2024-07-03,2024-07-13,returned,2226.25,debit_card,Mumbai
406,168,2025-02-05,2025-02-12,pending,2755.13,,
407,68,2024-10-14,2024-10-17,delivered,520.24,credit_card,
408,214,2025-08-07,2025-08-16,delivered,4116.0,,New York
409,116,2024-09-07,2024-09-11,,4750.33,,London
410,282,2022-05-20,2022-05-24,returned,1155.23,debit_card,Mumbai
411,145,2023-06-29,2023-07-02,cancelled,4175.76,credit_card,New York
412,208,2023-02-24,2023-02-26,shipped,3716.64,upi,New York
413,9012,2023-06-01,2023-06-05,delivered,4149.64,debit_card,Ahmedabad
414,,2025-09-28,,delivered,-545.24,cash,Bangalore
415,,2023-03-17,2023-03-23,delivered,389.74,debit_card,New York
416,16,2024-09-02,,returned,2281.67,debit_card,Pune
417,16,2022-03-18,2022-03-25,delivered,-883.36,debit_card,Mumbai
418,97,2023-04-26,2023-04-27,shipped,4368.87,upi,Surat
419,242,2025-01-20,2025-01-26,returned,3633.73,upi,Bangalore
420,254,2025-10-15,2025-10-22,cancelled,441.36,debit_card,Kolkata
421,75,2025-05-11,2025-05-14,cancelled,4256.98,credit_card,
422,54,2026-12-01,2026-12-04,delivered,3701.16,cash,Kolkata
423,55,2023-04-08,2023-04-12,pending,3583.85,cash,Hyderabad
424,50,2026-07-21,2026-07-25,cancelled,936.71,credit_card,Chennai
425,192,2023-03-03,2023-03-11,,3179.75,cash,Toronto
426,9039,2025-11-03,2025-11-11,pending,3797.66,debit_card,
427,159,2025-02-05,2025-02-09,pending,3072.45,wallet,Chennai
428,199,2025-01-02,2025-01-12,pending,597.17,credit_card,Delhi
429,249,2026-12-28,2027-01-04,shipped,228.93,credit_card,Bangalore
430,289,2022-02-18,2022-02-25,,112.48,cash,Delhi
431,184,2024-08-30,2024-09-02,returned,613.84,credit_card,New York
432,212,2022-08-26,2022-08-29,pending,1508.71,wallet,Chennai
433,71,2023-10-17,2023-10-21,returned,951.45,debit_card,Bangalore
434,35,2024-09-05,2024-09-15,delivered,832.02,credit_card,Toronto
435,99,2025-10-07,2025-10-15,returned,3036.12,debit_card,Jaipur
436,39,2024-06-05,2024-06-14,cancelled,433.36,upi,Jaipur
437,158,2024-08-20,2024-08-30,cancelled,3479.3,upi,Surat
438,129,2025-07-12,2025-07-17,shipped,2976.22,upi,Pune
439,218,2025-10-03,2025-10-06,returned,4013.2,wallet,Delhi
440,150,2025-07-31,2025-08-06,delivered,923.56,upi,Surat
441,64,2024-02-11,2024-02-12,returned,342.07,wallet,
442,219,2025-07-10,2025-07-18,,2191.49,credit_card,Chennai
443,9676,2025-11-07,2025-11-17,shipped,308.8,wallet,Jaipur
444,122,2026-12-10,,shipped,867.49,upi,Delhi
445,,2023-03-29,2023-04-01,returned,4588.95,debit_card,Delhi
446,228,2024-06-25,2024-07-05,cancelled,-3755.96,,Jaipur
447,227,2025-05-27,2025-05-29,delivered,3008.76,upi,Pune
448,241,2022-02-19,2022-02-21,cancelled,2266.71,cash,Chennai
449,138,2024-01-21,2024-01-24,pending,851.02,debit_card,Bangalore
450,284,2022-04-13,2022-04-18,shipped,2270.97,credit_card,Delhi
451,294,2025-09-02,,shipped,1448.33,credit_card,Toronto
452,64,,2024-08-08,delivered,,wallet,Pune
453,25,2024-08-18,2024-08-28,pending,4173.06,wallet,Delhi
454,70,2022-01-02,2022-01-10,returned,3390.85,cash,Jaipur
455,86,2024-10-27,2024-10-28,cancelled,1042.4,credit_card,Hyderabad
456,111,2024-06-10,2024-06-18,shipped,4327.33,cash,Pune
457,239,2024-01-31,2024-02-07,delivered,4798.5,cash,Pune
458,151,2023-12-28,2023-12-29,returned,4670.55,debit_card,Jaipur
459,13,2024-11-09,2024-11-10,delivered,2247.31,credit_card,Toronto
460,264,2022-03-16,2022-03-26,cancelled,2534.68,debit_card,Hyderabad
461,197,2023-07-19,2023-07-24,shipped,70.45,,Delhi
462,20,2023-06-28,2023-07-02,cancelled,2346.85,upi,Chennai
463,281,2023-11-09,2023-11-12,shipped,,cash,Jaipur
464,208,2022-04-16,2022-04-21,shipped,541.42,credit_card,Jaipur
465,205,2024-05-08,2024-05-12,pending,820.6,debit_card,Mumbai
466,190,2022-08-31,2022-09-08,shipped,4639.9,debit_card,Surat
467,43,2022-07-26,2022-07-27,shipped,,,Chennai
468,188,2025-10-22,2025-10-28,returned,,credit_card,Hyderabad
469,201,2024-10-01,2024-10-11,delivered,4185.88,wallet,Surat
470,146,2022-03-07,2022-03-10,cancelled,3477.59,upi,Hyderabad
471,77,2025-12-11,2025-12-21,delivered,4376.96,wallet,Ahmedabad
472,63,2025-08-12,2025-08-22,cancelled,1519.7,credit_card,Toronto
473,96,2024-10-16,2024-10-22,returned,2253.57,debit_card,Pune
474,172,2022-10-31,2022-11-09,pending,3023.57,wallet,Mumbai
475,257,2023-02-18,2023-02-27,shipped,1374.5,credit_card,London
476,149,2025-01-08,2025-01-13,cancelled,1669.7,wallet,Kolkata
477,115,2024-07-09,,,4085.51,cash,Mumbai
478,39,2023-07-15,2023-07-22,returned,91.55,wallet,New York
479,,2023-04-26,2023-05-02,shipped,,debit_card,London
480,150,2025-10-07,2025-10-14,returned,1028.43,credit_card,Delhi
481,2,2023-05-06,2023-05-11,returned,4826.07,wallet,Delhi
482,48,2023-12-25,2024-01-03,pending,4725.25,upi,London
483,246,2025-07-17,2025-07-24,shipped,3965.4,wallet,Delhi
484,117,2025-09-07,,cancelled,3856.49,credit_card,Kolkata
485,213,2022-01-16,2022-01-18,cancelled,679.06,upi,
486,163,2023-05-19,2023-05-24,delivered,204.3,upi,Pune
487,272,2024-01-16,2024-01-21,shipped,-2040.29,credit_card,Delhi
488,171,2023-10-14,2023-10-18,returned,2915.32,wallet,London
489,283,2025-09-09,2025-09-10,shipped,1566.34,,
490,185,2024-04-11,2024-04-21,returned,4698.89,credit_card,London
491,87,2025-10-29,2025-10-30,cancelled,3410.24,debit_card,Pune
492,271,2023-08-23,2023-09-02,cancelled,2063.6,credit_card,Pune
493,130,2025-11-16,2025-11-26,pending,608.69,debit_card,Chennai
494,295,2022-01-06,2022-01-07,pending,2072.65,cash,Jaipur
495,228,2025-09-20,2025-09-24,cancelled,1952.16,,Ahmedabad
496,31,2024-07-28,,returned,4407.72,upi,Ahmedabad
497,,2024-09-03,2024-09-11,shipped,1110.62,debit_card,London
498,,2025-11-13,2025-11-22,shipped,3999.31,debit_card,New York
499,295,2024-12-21,2024-12-30,returned,26.82,debit_card,Chennai
500,218,2023-05-30,2023-06-03,cancelled,3147.95,debit_card,Kolkata
501,124,2024-12-26,2025-01-04,pending,91.99,credit_card,Jaipur
502,70,2023-03-29,2023-03-31,returned,-192.71,credit_card,Hyderabad
503,48,2023-05-28,2023-06-01,pending,230.41,debit_card,Kolkata
504,258,2025-04-08,2025-04-09,pending,2141.26,,Chennai
505,81,2023-04-25,2023-04-29,returned,4138.11,debit_card,Toronto
506,154,2025-11-07,2025-11-10,cancelled,-2373.91,debit_card,Pune
507,118,2025-12-03,2025-12-12,returned,3571.47,debit_card,Surat
508,291,2023-03-18,2023-03-28,pending,4185.08,wallet,Delhi
509,60,2025-11-23,2025-12-02,shipped,4748.32,debit_card,Hyderabad
510,261,2025-05-27,2025-06-05,shipped,2765.86,cash,Hyderabad
511,113,2025-12-02,2025-12-12,cancelled,2217.31,,
512,14,2025-09-23,2025-09-24,shipped,427.33,cash,Jaipur
513,30,2025-07-15,2025-07-18,delivered,4942.13,credit_card,Bangalore
514,296,2025-01-10,,cancelled,761.38,,
515,134,2023-05-19,2023-05-21,shipped,1813.72,wallet,Kolkata
516,26,2024-01-20,,shipped,1882.87,wallet,Surat
517,9,2025-07-02,2025-07-11,cancelled,931.98,wallet,
518,133,2025-08-11,2025-08-19,pending,4403.47,credit_card,Pune
519,152,2022-12-16,2022-12-21,delivered,2044.13,cash,Chennai
520,129,2022-06-18,2022-06-25,delivered,1465.21,cash,London
521,175,2025-01-18,2025-01-19,returned,3346.64,wallet,Mumbai
522,56,2024-01-25,2024-02-03,pending,900.49,upi,Mumbai
523,150,2023-05-05,2023-05-11,shipped,979.7,credit_card,Surat
524,239,2022-09-11,2022-09-15,delivered,,cash,London
525,43,2025-06-07,2025-06-13,returned,,debit_card,Mumbai
526,16,,2025-04-17,delivered,2753.2,upi,Surat
527,213,2022-01-07,2022-01-14,pending,1845.85,wallet,Jaipur
528,119,2024-03-24,2024-03-25,shipped,2936.92,credit_card,Chennai
529,215,2022-06-07,2022-06-12,pending,658.96,cash,Pune
530,24,2024-11-29,2024-12-02,pending,2138.31,cash,Surat
531,14,2024-03-02,2024-03-08,delivered,4702.14,wallet,Pune
532,249,2025-07-06,2025-07-15,pending,3224.31,,Jaipur
533,100,2023-12-03,2023-12-12,returned,3685.92,upi,
534,25,,2024-11-07,delivered,4018.4,wallet,Surat
535,216,2025-07-02,2025-07-07,cancelled,4153.11,debit_card,Kolkata
536,292,2023-05-24,2023-05-29,shipped,116.15,credit_card,Toronto
537,115,2023-08-26,2023-09-02,returned,2027.02,credit_card,Pune
538,16,2025-08-07,2025-08-12,returned,2812.68,wallet,Jaipur
539,146,2022-01-07,,shipped,4908.17,wallet,Pune
540,48,2025-02-01,2025-02-08,pending,3155.46,debit_card,Toronto
541,293,2023-11-21,2023-11-26,delivered,4218.11,credit_card,Bangalore
542,115,2026-11-22,2026-11-29,cancelled,4537.62,debit_card,Kolkata
543,14,2022-04-09,2022-04-10,delivered,3064.22,debit_card,Jaipur
544,299,,2024-06-27,cancelled,3652.58,credit_card,Ahmedabad
545,207,2024-04-23,2024-04-29,cancelled,107.12,debit_card,
546,135,2022-02-16,2022-02-25,shipped,1321.37,debit_card,Pune
547,279,2022-06-12,2022-06-15,cancelled,3393.38,upi,Ahmedabad
548,177,2024-02-10,2024-02-12,shipped,4458.09,debit_card,Chennai
549,49,2024-06-02,2024-06-06,shipped,2264.18,cash,Bangalore
550,39,2022-01-29,2022-02-06,returned,4472.39,wallet,London
551,225,2023-04-24,2023-04-28,delivered,4374.92,wallet,
552,279,2025-07-27,2025-07-29,cancelled,2273.33,credit_card,Mumbai
553,74,2022-06-22,2022-06-26,,3149.58,cash,New York
554,292,2022-11-04,2022-11-07,returned,373.04,wallet,Chennai
555,278,2023-08-15,2023-08-18,shipped,643.1,wallet,Chennai
556,150,2025-08-20,2025-08-26,delivered,4232.22,cash,Toronto
557,226,2022-07-07,2022-07-16,pending,2014.25,cash,
558,237,2024-10-10,2024-10-19,shipped,758.09,wallet,Ahmedabad
559,20,2025-08-10,,delivered,1998.98,upi,Pune
560,9689,2025-11-05,2025-11-07,delivered,847.92,cash,Pune
561,181,2025-06-06,2025-06-09,shipped,3420.79,wallet,Kolkata
562,134,2022-06-13,2022-06-16,delivered,2669.87,debit_card,Surat
563,114,2023-12-05,2023-12-11,delivered,520.08,cash,Pune
564,287,2026-10-04,2026-10-09,returned,4126.06,credit_card,Surat
565,25,2023-02-12,2023-02-22,pending,1187.73,upi,Hyderabad
566,89,2024-01-20,2024-01-27,,2384.52,upi,Bangalore
567,56,2023-08-04,2023-08-05,returned,3883.91,wallet,Bangalore
568,4,2023-07-11,2023-07-20,delivered,2638.65,cash,Kolkata
569,299,2024-11-03,2024-11-12,delivered,2216.59,upi,Kolkata
570,217,2024-01-15,2024-01-25,pending,1447.28,,Mumbai
571,22,2022-11-16,2022-11-20,pending,2935.79,credit_card,Kolkata
572,18,2024-12-04,2024-12-13,returned,3693.39,cash,London
573,114,2024-05-16,2024-05-24,returned,3599.61,upi,Delhi
574,89,2025-12-20,2025-12-23,pending,960.21,credit_card,Mumbai
575,,2023-05-17,2023-05-21,returned,3590.55,debit_card,Kolkata
576,165,2023-06-18,2023-06-23,returned,2424.33,cash,New York
577,53,2024-03-14,2024-03-22,cancelled,4802.15,wallet,Bangalore
578,15,2023-10-30,2023-11-09,cancelled,4549.11,wallet,Chennai
579,282,2022-10-22,2022-10-28,returned,3515.33,credit_card,New York
580,253,2023-03-25,2023-03-29,cancelled,4710.07,debit_card,Surat
581,299,2026-12-07,2026-12-09,cancelled,818.83,upi,Jaipur
582,9691,2023-05-13,,shipped,682.23,upi,Ahmedabad
583,239,2024-11-28,2024-12-06,returned,1753.07,wallet,Mumbai
584,21,2026-09-29,2026-10-06,pending,3230.58,debit_card,Surat
585,48,2022-02-16,,delivered,3898.31,wallet,Surat
586,3,2025-03-26,2025-03-30,shipped,3437.0,debit_card,New York
587,236,2024-04-19,2024-04-20,pending,584.68,credit_card,Mumbai
588,176,2025-09-17,,returned,4662.69,debit_card,New York
589,,2024-12-02,2024-12-07,returned,888.92,credit_card,Kolkata
590,77,2025-05-06,2025-05-16,pending,976.33,credit_card,Hyderabad
591,292,2025-05-06,2025-05-16,delivered,-2487.82,wallet,Kolkata
592,,2023-03-11,2023-03-13,cancelled,4441.63,cash,Ahmedabad
593,,2025-05-11,2025-05-13,delivered,2161.8,credit_card,Chennai
594,,2025-11-02,2025-11-07,cancelled,171.59,cash,Toronto
595,34,2024-01-30,2024-02-05,pending,1866.13,cash,
596,31,2022-08-31,2022-09-01,cancelled,1044.03,credit_card,Pune
597,,2022-01-27,2022-02-02,pending,2244.33,credit_card,Delhi
598,237,2025-12-30,2025-12-31,shipped,4066.86,,Surat
599,179,,2025-01-01,pending,2135.28,debit_card,Bangalore
600,226,2023-06-05,2023-06-12,,4117.73,upi,Pune
601,170,2025-07-07,2025-07-09,pending,262.38,debit_card,
602,289,2025-12-04,2025-12-09,,2875.1,,Surat
603,255,2024-03-19,2024-03-27,cancelled,3198.02,upi,Pune
604,77,2023-03-19,2023-03-27,shipped,2404.66,wallet,Surat
605,292,2022-08-22,2022-08-23,,344.31,wallet,Jaipur
606,55,2022-07-02,2022-07-03,returned,3157.81,debit_card,London
607,293,2024-11-16,2024-11-26,returned,2248.42,upi,
608,37,2025-01-24,2025-01-29,returned,2680.17,wallet,Jaipur
609,6,2025-01-09,2025-01-14,shipped,2705.07,credit_card,Pune
610,44,2022-11-20,2022-11-30,cancelled,1359.38,cash,Mumbai
611,182,2023-04-15,2023-04-17,shipped,3952.68,wallet,Kolkata
612,182,2022-08-08,2022-08-15,delivered,916.81,wallet,Chennai
613,220,2022-02-22,2022-02-25,delivered,-333.15,cash,Jaipur
614,258,2025-03-21,2025-03-26,shipped,2677.76,debit_card,Toronto
615,295,2022-05-20,2022-05-22,shipped,455.02,wallet,Bangalore
616,105,2024-04-14,2024-04-21,returned,4473.27,credit_card,Kolkata
617,,2023-09-11,2023-09-21,pending,495.83,credit_card,London
618,34,2024-11-22,2024-12-01,pending,2870.44,wallet,Chennai
619,139,2024-04-27,2024-05-01,returned,4200.28,wallet,Hyderabad
620,298,2024-03-21,2024-03-26,delivered,4652.25,credit_card,Surat
621,93,2022-04-30,2022-05-06,cancelled,1239.52,credit_card,Surat
622,285,2024-03-19,2024-03-26,returned,4879.56,,New York
623,155,2022-10-06,2022-10-11,returned,902.85,,Toronto
624,83,2022-01-30,2022-02-05,returned,2123.72,upi,Hyderabad
625,15,2024-05-20,2024-05-26,cancelled,1297.86,credit_card,Kolkata
626,9954,2023-04-14,2023-04-21,cancelled,809.72,cash,Bangalore
627,35,2026-08-03,2026-08-05,returned,470.58,credit_card,
628,243,2025-04-20,2025-04-28,delivered,4958.27,credit_card,Chennai
629,210,2023-06-23,2023-06-30,shipped,389.94,upi,Kolkata
630,198,2024-12-26,2024-12-29,returned,1848.79,upi,Kolkata
631,138,2022-04-07,2022-04-12,shipped,1534.46,debit_card,Bangalore
632,230,2023-08-08,2023-08-16,cancelled,3414.04,upi,New York
633,251,2022-12-14,2022-12-23,pending,2699.09,credit_card,Pune
634,22,2023-06-07,2023-06-08,shipped,1939.2,upi,
635,54,2024-11-20,2024-11-28,shipped,2376.11,upi,
636,273,2023-03-07,2023-03-09,delivered,2380.81,debit_card,Jaipur
637,131,2025-01-08,2025-01-18,returned,2900.61,upi,London
638,246,2022-08-03,2022-08-06,returned,1276.43,upi,Bangalore
639,286,2025-08-21,2025-08-30,returned,1184.97,debit_card,Surat
640,89,2024-11-24,2024-12-04,shipped,2789.66,credit_card,Jaipur
641,223,2024-02-17,2024-02-26,cancelled,4207.96,upi,Pune
642,148,2022-05-07,2022-05-16,pending,1453.92,wallet,Hyderabad
643,210,,2025-04-22,cancelled,,upi,London
644,225,2022-06-02,2022-06-03,pending,2185.2,upi,Delhi
645,116,2026-11-05,2026-11-07,pending,,wallet,Pune
646,104,2023-08-26,,shipped,2827.36,wallet,Surat
647,271,2025-10-28,2025-11-07,pending,372.51,credit_card,Hyderabad
648,45,2022-09-29,2022-10-05,,2278.22,wallet,Toronto
649,293,2024-01-25,2024-02-02,delivered,1812.42,debit_card,Pune
650,39,2022-07-17,2022-07-26,delivered,731.82,cash,Surat
651,28,2025-12-19,2025-12-24,delivered,3607.82,credit_card,Toronto
652,2,2025-03-29,,cancelled,-2489.76,upi,Mumbai
653,109,2022-10-06,2022-10-09,,2520.46,wallet,Jaipur
654,135,2024-07-15,2024-07-22,pending,371.72,upi,New York
655,31,2022-07-07,2022-07-08,pending,3055.99,credit_card,Hyderabad
656,226,2022-04-20,,cancelled,173.81,credit_card,Surat
657,288,2025-12-27,2025-12-30,cancelled,3989.27,upi,Toronto
658,46,2025-07-02,2025-07-05,,4887.25,debit_card,Jaipur
659,207,2023-03-31,2023-04-05,shipped,1074.55,cash,Pune
660,280,2024-06-10,2024-06-14,returned,2945.55,debit_card,Hyderabad
661,153,2024-04-11,,delivered,1676.62,credit_card,Pune
662,9034,2023-01-10,2023-01-19,delivered,4685.22,wallet,Hyderabad
663,,2022-07-25,2022-08-01,cancelled,482.83,debit_card,Mumbai
664,190,,2023-04-29,shipped,3496.18,wallet,
665,214,2025-12-03,2025-12-05,returned,1692.93,wallet,Ahmedabad
666,253,2022-07-24,2022-07-27,delivered,2323.84,,Pune
667,9706,2023-09-15,2023-09-25,pending,601.4,upi,Jaipur
668,49,2023-03-30,2023-04-09,delivered,3086.83,credit_card,
669,209,2024-09-24,,returned,1994.94,,London
670,246,2024-10-22,2024-10-26,delivered,,cash,Pune
671,81,2023-11-16,2023-11-22,cancelled,4143.93,wallet,
672,96,2025-09-16,,pending,1101.99,cash,Mumbai
673,3,2025-07-28,2025-08-04,cancelled,2557.08,wallet,Chennai
674,172,2024-07-23,2024-08-02,pending,2786.85,cash,
675,124,2024-05-08,2024-05-09,cancelled,4424.87,wallet,Ahmedabad
676,177,2022-11-28,2022-11-29,shipped,912.85,wallet,Jaipur
677,251,2022-01-09,2022-01-16,returned,541.02,upi,Ahmedabad
678,241,2022-12-09,2022-12-18,cancelled,2588.65,wallet,Delhi
679,193,2025-05-31,2025-06-10,pending,2403.16,debit_card,Toronto
680,1,2022-04-21,2022-04-26,shipped,2687.91,upi,Chennai
681,68,2024-12-10,2024-12-16,pending,2890.6,credit_card,London
682,113,2022-09-26,2022-10-02,pending,4253.93,wallet,Kolkata
683,9844,2023-06-04,2023-06-05,delivered,1728.73,wallet,Bangalore
684,12,2025-08-27,2025-09-03,,3416.35,wallet,Jaipur
685,15,2023-06-24,2023-07-03,shipped,4107.68,credit_card,Kolkata
686,189,2024-05-05,2024-05-13,shipped,4770.69,cash,Mumbai
687,9988,2023-06-06,2023-06-13,returned,,wallet,Ahmedabad
688,87,2024-02-29,2024-03-02,delivered,451.41,upi,Bangalore
689,264,2024-11-17,2024-11-26,returned,3677.41,debit_card,London
690,293,2025-10-30,2025-11-08,cancelled,1700.79,upi,Kolkata
691,116,2023-05-18,2023-05-19,returned,,upi,Ahmedabad
692,200,2025-11-13,2025-11-19,delivered,3982.37,debit_card,Surat
693,139,2024-03-15,2024-03-24,shipped,1917.72,wallet,Mumbai
694,157,2024-11-06,2024-11-13,cancelled,2983.76,,Chennai
695,189,2025-04-20,2025-04-27,returned,621.47,debit_card,Delhi
696,163,2023-09-25,2023-10-03,,2837.19,credit_card,Jaipur
697,86,2022-10-18,2022-10-27,delivered,2238.7,wallet,Chennai
698,256,2022-04-10,2022-04-13,delivered,4349.77,debit_card,Ahmedabad
699,296,2024-05-30,2024-06-03,delivered,-982.95,wallet,Kolkata
700,9942,2025-09-10,2025-09-13,cancelled,2424.39,credit_card,Surat
701,294,2025-11-18,2025-11-22,pending,3817.69,wallet,London
702,9660,2022-12-27,2022-12-30,delivered,2882.31,debit_card,Bangalore
703,227,2023-04-10,2023-04-19,shipped,3020.91,debit_card,Delhi
704,18,2024-08-19,2024-08-28,pending,4880.85,debit_card,
705,64,2022-11-16,2022-11-25,pending,1119.08,cash,Toronto
706,133,2024-04-04,2024-04-09,shipped,663.81,,Delhi
707,150,2023-06-04,2023-06-14,delivered,779.87,wallet,Kolkata
708,26,2024-03-08,,cancelled,4323.82,credit_card,Mumbai
709,,2023-04-15,2023-04-17,cancelled,3269.47,wallet,New York
710,293,2024-08-27,2024-09-02,shipped,3655.18,upi,London
711,40,2025-03-05,2025-03-11,returned,-2147.04,cash,Kolkata
712,31,,2024-09-05,cancelled,1275.57,credit_card,Delhi
713,293,2023-05-14,2023-05-24,returned,2023.63,cash,Ahmedabad
714,95,2022-09-28,2022-09-29,returned,2307.31,debit_card,New York
715,159,2023-02-20,2023-02-27,delivered,1650.79,credit_card,
716,13,2023-12-16,2023-12-21,pending,2819.57,cash,Chennai
717,223,2024-10-13,2024-10-23,delivered,2256.19,upi,
718,126,2023-12-24,2023-12-28,cancelled,197.8,wallet,Bangalore
719,195,2023-04-02,2023-04-08,shipped,2971.89,cash,Delhi
720,149,2024-12-10,2024-12-20,shipped,3819.62,upi,Chennai
721,158,2025-12-23,2025-12-28,shipped,3063.81,upi,Ahmedabad
722,295,2023-07-07,2023-07-16,returned,3797.76,wallet,London
723,295,2025-10-02,2025-10-11,returned,2917.36,debit_card,Ahmedabad
724,246,2023-11-01,2023-11-07,returned,971.65,credit_card,Mumbai
725,291,2024-06-05,2024-06-07,delivered,750.42,debit_card,Ahmedabad
726,202,2023-12-31,,cancelled,1660.53,wallet,Delhi
727,185,2025-02-05,2025-02-11,pending,1988.78,debit_card,Pune
728,70,2022-03-10,2022-03-18,cancelled,1470.85,cash,Jaipur
729,17,2025-02-04,2025-02-10,pending,3556.67,credit_card,Ahmedabad
730,147,2022-05-12,2022-05-13,delivered,1517.47,wallet,Chennai
731,174,2023-01-07,2023-01-10,,1002.86,wallet,Hyderabad
732,6,2026-09-02,2026-09-10,delivered,,cash,Ahmedabad
733,178,2023-10-08,2023-10-11,shipped,1397.19,upi,Bangalore
734,111,2023-07-09,2023-07-12,pending,242.87,debit_card,Bangalore
735,192,2022-04-30,2022-05-07,pending,4582.3,cash,Chennai
736,94,2023-06-25,2023-07-04,shipped,1144.68,credit_card,Kolkata
737,300,2025-11-10,2025-11-19,cancelled,1415.92,wallet,Delhi
738,52,2022-09-24,2022-09-26,returned,2659.27,,Delhi
739,9644,2024-09-19,2024-09-23,delivered,2995.34,credit_card,Bangalore
740,253,2024-03-05,2024-03-14,cancelled,2277.47,upi,New York
741,9552,2023-02-04,2023-02-08,delivered,1019.76,wallet,
742,9383,2022-02-12,2022-02-22,delivered,3418.75,cash,London
743,204,2024-05-24,2024-06-03,delivered,3707.99,upi,Mumbai
744,205,2023-12-17,2023-12-27,delivered,677.77,cash,Bangalore
745,162,2025-09-23,2025-09-30,returned,1229.38,,Pune
746,133,2025-06-30,2025-07-09,,1704.82,debit_card,
747,43,2022-12-29,2023-01-01,delivered,3912.73,wallet,Ahmedabad
748,153,2022-01-18,2022-01-27,shipped,1640.32,credit_card,Bangalore
749,258,2024-10-16,2024-10-20,delivered,4161.22,upi,Delhi
750,67,2023-03-22,2023-04-01,pending,713.14,upi,Chennai
751,58,2023-07-31,2023-08-10,shipped,3864.7,wallet,Surat
752,270,2022-07-17,2022-07-21,pending,563.36,credit_card,Kolkata
753,83,2025-01-09,2025-01-13,shipped,-4366.11,wallet,Kolkata
754,83,2024-05-05,2024-05-15,cancelled,3838.86,debit_card,Jaipur
755,106,2024-10-24,2024-10-28,pending,1080.31,cash,Ahmedabad
756,223,2025-02-04,2025-02-05,shipped,4866.01,wallet,London
757,179,2023-01-18,2023-01-20,cancelled,2646.49,cash,Mumbai
758,190,2025-04-06,2025-04-15,shipped,2618.01,cash,Jaipur
759,181,2025-04-30,2025-05-04,shipped,2709.68,cash,Toronto
760,182,2025-03-23,2025-03-31,delivered,1028.66,cash,Mumbai
761,153,2022-10-07,2022-10-15,delivered,1347.9,wallet,Mumbai
762,284,2025-05-04,2025-05-12,pending,1282.0,wallet,Chennai
763,237,2023-05-12,2023-05-18,delivered,1039.23,upi,Mumbai
764,86,2025-09-19,2025-09-20,shipped,,cash,Surat
765,10,2025-01-19,2025-01-24,returned,1799.26,credit_card,Chennai
766,277,2025-02-02,2025-02-10,,1316.94,cash,
767,109,2022-04-05,2022-04-12,delivered,518.09,upi,Hyderabad
768,278,2025-09-23,2025-09-30,pending,2249.64,,New York
769,219,2024-02-02,2024-02-06,pending,1364.2,upi,Jaipur
770,206,2024-02-06,2024-02-13,cancelled,717.4,cash,Bangalore
771,93,2022-09-13,2022-09-17,delivered,4660.03,wallet,Toronto
772,115,2025-05-15,2025-05-19,delivered,2676.54,debit_card,
773,128,2024-03-18,2024-03-20,shipped,4653.29,debit_card,Chennai
774,280,2023-05-20,2023-05-26,delivered,2775.18,credit_card,Jaipur
775,189,2025-06-13,2025-06-19,delivered,4582.02,cash,Kolkata
776,183,2022-10-17,2022-10-22,returned,569.55,wallet,Kolkata
777,262,2024-12-30,2025-01-08,returned,1096.69,cash,Jaipur
778,274,,2022-12-31,cancelled,3974.08,upi,Ahmedabad
779,210,2023-11-01,2023-11-07,returned,3647.4,cash,Chennai
780,255,2022-06-29,2022-07-06,shipped,4668.24,wallet,Chennai
781,,2023-06-21,,returned,2941.83,,Hyderabad
782,175,2022-12-02,2022-12-12,delivered,2053.9,wallet,Toronto
783,235,2025-04-08,2025-04-14,returned,4121.19,credit_card,Mumbai
784,37,2024-06-22,2024-07-01,delivered,3049.92,wallet,Ahmedabad
785,237,2022-01-30,2022-02-08,shipped,1503.25,debit_card,Pune
786,54,2022-06-19,2022-06-20,pending,1057.5,cash,Delhi
787,173,2026-07-19,2026-07-29,pending,3286.89,upi,Jaipur
788,217,2025-04-13,2025-04-19,cancelled,,upi,New York
789,63,2022-09-07,2022-09-09,delivered,62.07,upi,London
790,294,2022-05-01,2022-05-10,shipped,3990.03,debit_card,Kolkata
791,272,2024-10-13,2024-10-16,returned,4575.91,wallet,Mumbai
792,279,2023-10-21,2023-10-28,delivered,460.83,debit_card,Surat
793,178,2022-08-25,2022-09-01,cancelled,4783.03,debit_card,Pune
794,194,2026-09-15,2026-09-24,,420.21,cash,Kolkata
795,105,2023-11-17,,returned,2053.88,,Bangalore
796,107,2024-05-14,2024-05-16,shipped,1323.85,credit_card,Surat
797,,2024-10-11,2024-10-21,delivered,3137.21,upi,Toronto
798,58,2025-12-18,2025-12-24,,2692.81,wallet,Delhi
799,197,2023-07-09,2023-07-10,returned,1023.44,cash,Kolkata
800,114,2023-04-25,2023-05-03,returned,2253.04,upi,New York
24,299,2023-01-30,2023-02-01,shipped,741.3,upi,Pune
191,178,2025-07-28,2025-07-29,shipped,480.27,debit_card,Ahmedabad
559,20,2025-08-10,,delivered,1998.98,upi,Pune
131,98,2024-03-25,2024-04-03,cancelled,4857.98,credit_card,Hyderabad
